Timestamps (ns),3.4.5,3.4.6,3.4.7,Frequency,FFT – 3.4.5,FFT – 3.4.6,FFT – 3.4.7,FFT – 3.4.5(V),FFT – 3.4.6(V),FFT – 3.4.7(V),,,Expected f (Hz),Measured f (Hz),%Error
-375984,1.21810699588477,1.81069958847737,1.03703703703704,45807.5287716984,-40.0279243169254,-38.5371278387293,-40.5266687206875,0.00996790256481851,0.0118343281650911,0.00941166724338812,,,,,
-374976,0.609053497942387,-0.197530864197531,0.609053497942387,47716.1758038525,-40.2260884124075,-38.6477195074097,-40.84665600036,0.0097430645392627,0.0116846047053855,0.00907125133454146,,,,,
-373968,0.065843621399177,-0.181069958847737,0.213991769547325,49624.8228360066,-40.4242525078896,-38.75831117609,-41.1666432800325,0.00952329800566893,0.011536775490463,0.00874314812099086,,,,,
-372960,-0.181069958847737,-0.181069958847737,-0.181069958847737,51533.4698681607,-40.7191229966628,-38.8516019966257,-41.5419063850663,0.00920542513079165,0.0114135277789084,0.00837345480791834,,,,,
-371952,-0.0493827160493827,-0.197530864197531,0.213991769547325,53442.1169003148,-41.0139934854359,-38.9448928171613,-41.9171694901001,0.00889816235805793,0.011291596726278,0.00801939352393181,,,,,
-370944,0.42798353909465,-0.181069958847737,0.625514403292181,55350.7639324689,-41.2754636116942,-39.0443289047546,-42.3716317368211,0.00863429374156458,0.0111630676016283,0.0076105915251286,,,,,
-369936,1.05349794238683,1.81069958847737,1.02057613168724,57259.410964623,-41.5369337379525,-39.1437649923479,-42.826093983542,0.00837824995945482,0.0110360014884803,0.00722262889201152,,,,,
-368928,1.58024691358025,1.81069958847737,1.4156378600823,59168.0579967771,-41.4950603090301,-39.0934813854916,-42.7874517787574,0.00841873781624665,0.0111000754479575,0.00725483285396281,,,,,
-367920,1.81069958847737,1.81069958847737,1.79423868312757,61076.7050289312,-41.4531868801076,-39.0431977786353,-42.7488095739727,0.00845942133043189,0.0111645214146592,0.00728718040562102,,,,,
-366912,1.66255144032922,1.82716049382716,1.39917695473251,62985.3520610853,-41.2285815442382,-38.6386839181825,-42.721093247003,0.00868102331823774,0.0116967660643018,0.00731047064663884,,,,,
-365904,1.16872427983539,1.81069958847737,0.987654320987654,64893.9990932395,-41.0039762083688,-38.2341700577298,-42.6933769200333,0.00890843036517014,0.0122543843378151,0.00733383532458513,,,,,
-364896,0.559670781893004,-0.181069958847737,0.576131687242798,66802.6461253936,-40.6848770216601,-37.8177070539887,-42.518494572017,0.00924179112868289,0.0128562600134349,0.00748299183590319,,,,,
-363888,0.0329218106995885,-0.181069958847737,0.181069958847737,68711.2931575477,-40.3657778349515,-37.4012440502476,-42.3436122240007,0.00958762652511002,0.0134876968909002,0.00763518191204563,,,,,
-362880,-0.181069958847737,-0.181069958847737,-0.148148148148148,70619.9401897018,-39.9021519617635,-36.9390669057285,-42.0441526207577,0.0101132886269655,0.0142248159105975,0.00790300704278639,,,,,
-361872,-0.0164609053497942,-0.181069958847737,0.246913580246914,72528.5872218559,-39.4385260885754,-36.4768897612093,-41.7446930175148,0.0106677712762845,0.0150022193801602,0.00818022688101177,,,,,
-360864,0.460905349794239,-0.197530864197531,0.641975308641975,74437.23425401,-38.895018991013,-35.9546314695681,-41.2323594284392,0.0113566188547013,0.0159319313550011,0.00867724837162475,,,,,
-359856,1.08641975308642,1.81069958847737,1.06995884773663,76345.8812861641,-38.3515118934506,-35.4323731779269,-40.7200258393637,0.0120899472317781,0.0169192590955003,0.0092044683354248,,,,,
-358848,1.61316872427984,1.81069958847737,1.46502057613169,78254.5283183182,-37.6213482066823,-34.7315297839277,-39.9865669872859,0.0131502070142699,0.0183410211131756,0.0100154772923996,,,,,
-357840,1.81069958847737,1.81069958847737,1.76131687242798,80163.1753504723,-36.891184519914,-34.0306863899285,-39.2531081352081,0.0143034490724341,0.0198822568751499,0.0108979445351031,,,,,
-356832,1.62962962962963,1.81069958847737,1.36625514403292,82071.8223826264,-35.5527658809038,-32.7653234067937,-37.8744131020288,0.0166863637236975,0.0230003174222552,0.0127726009801396,,,,,
-355824,1.1358024691358,1.81069958847737,0.954732510288066,83980.4694147805,-34.2143472418935,-31.4999604236588,-36.4957180688495,0.0194662652979368,0.0266073718313989,0.0149697344551881,,,,,
-354816,0.510288065843621,-0.181069958847737,0.559670781893004,85889.1164469346,-32.5432552948419,-29.9387560501382,-34.7748068895874,0.0235959373968555,0.0318465357929556,0.0182498649718175,,,,,
-353808,0,-0.181069958847737,0.148148148148148,87797.7634790887,-30.8721633477903,-28.3775516766175,-33.0538957103253,0.0286016990478052,0.038117325094663,0.022248729427137,,,,,
-352800,-0.197530864197531,-0.197530864197531,-0.11522633744856,89706.4105112428,-28.5342044123395,-26.1263900004553,-30.6348789648119,0.0374360293750013,0.0493947168215413,0.0293938214494819,,,,,
-351792,0,-0.181069958847737,0.279835390946502,91615.0575433969,-26.1962454768888,-23.875228324293,-28.2158622192984,0.0489990574694018,0.064008637642359,0.0388335316959812,,,,,
-350784,0.510288065843621,-0.181069958847737,0.691358024691358,93523.704575551,-21.2561350295225,-19.0284412398945,-23.2070646475546,0.086535289020704,0.111835050451597,0.0691268500627008,,,,,
-349776,1.1522633744856,1.81069958847737,1.10288065843621,95432.3516077051,-16.3160245821561,-14.1816541554959,-18.1982670758108,0.152826536522117,0.195396730350571,0.1230514246554,,,,,
-348768,1.64609053497942,1.81069958847737,1.49794238683128,97340.9986398592,-9.72518427082236,-7.63437671587285,-11.5730072237668,0.326392962716064,0.41522277273226,0.26384546799369,,,,,
-347760,1.82716049382716,1.82716049382716,1.7283950617284,99249.6456720133,-3.13434395948858,-1.08709927624975,-4.94774737172272,0.697080288115756,0.882358423736864,0.565734457571394,,,,,
-346752,1.59670781893004,1.82716049382716,1.33333333333333,101158.292704167,-11.9662654792699,-9.9925709690594,-13.7282600385974,0.252166114133044,0.316498350943031,0.205867124320853,,,,,
-345744,1.08641975308642,1.82716049382716,0.921810699588477,103066.939736321,-20.7981869990512,-18.898042661869,-22.508772705472,0.0912201222743519,0.113526661563931,0.0749137202249867,,,,,
-344736,0.444444444444444,-0.181069958847737,0.526748971193416,104975.586768476,-24.0917616706311,-22.2869978060374,-25.7489314707395,0.0624326711603069,0.0768511038205309,0.051588562489084,,,,,
-343728,-0.0329218106995885,-0.181069958847737,0.11522633744856,106884.23380063,-27.385336342211,-25.6759529502058,-28.9890902360069,0.0427300285400622,0.0520238336710719,0.0355259326555574,,,,,
-342720,-0.197530864197531,-0.181069958847737,-0.0823045267489712,108792.880832784,-29.2047770365121,-27.5701821158621,-30.7577176310417,0.0346546205709907,0.0418302918059381,0.0289810501528479,,,,,
-341712,0.0329218106995885,-0.197530864197531,0.312757201646091,110701.527864938,-31.0242177308132,-29.4644112815185,-32.5263450260765,0.0281053574722837,0.033634070945888,0.02364192028694,,,,,
-340704,0.559670781893004,-0.181069958847737,0.724279835390947,112610.174897092,-32.3987538513169,-30.9216286227291,-33.8602727222355,0.0239917709987519,0.0284392781495573,0.0202761905471483,,,,,
-339696,1.20164609053498,1.81069958847737,1.11934156378601,114518.821929246,-33.7732899718206,-32.3788459639397,-35.1942004183944,0.0204802616805067,0.0240468227283313,0.0173896154844655,,,,,
-338688,1.66255144032922,1.79423868312757,1.53086419753086,116427.4689614,-34.9309252351149,-33.6525717484467,-36.225119783687,0.0179247760456101,0.0207668876129758,0.0154434387796864,,,,,
-337680,1.81069958847737,1.82716049382716,1.69547325102881,118336.115993554,-36.0885604984092,-34.9262975329537,-37.2560391489796,0.015688158740232,0.0179343286222119,0.0137150704427582,,,,,
-336672,1.56378600823045,1.81069958847737,1.30041152263374,120244.763025708,-36.6197566749581,-35.5464204898733,-37.7610730092305,0.0147574787404795,0.016698558235933,0.012940359731613,,,,,
-335664,1.03703703703704,1.81069958847737,0.888888888888889,122153.410057862,-37.1509528515069,-36.1665434467929,-38.2661068694813,0.0138820101441992,0.0155479389852093,0.01220940939986,,,,,
-334656,0.411522633744856,-0.181069958847737,0.493827160493827,124062.057090017,-37.746155761375,-36.7854265586326,-38.8522292500027,0.0129626027506166,0.0144786700782588,0.0114127035783203,,,,,
-333648,-0.0493827160493827,-0.181069958847737,0.0823045267489712,125970.704122171,-38.3413586712432,-37.4043096704722,-39.4383516305241,0.0121040878320137,0.0134829373484479,0.010667985543027,,,,,
-332640,-0.197530864197531,-0.181069958847737,-0.0493827160493827,127879.351154325,-38.9718621690518,-38.1123646702907,-40.0798666864113,0.0112565911281456,0.0124274426169868,0.00990847152589569,,,,,
-331632,0.065843621399177,-0.181069958847737,0.329218106995885,129787.998186479,-39.6023656668605,-38.8204196701091,-40.7213817422984,0.0104684339361048,0.011454575958278,0.0092030315923759,,,,,
-330624,0.625514403292181,-0.197530864197531,0.740740740740741,131696.645218633,-40.0769189231541,-39.4424837097692,-41.1214470530146,0.00991183477206421,0.0106629117417263,0.0087887608551688,,,,,
-329616,1.23456790123457,1.81069958847737,1.1522633744856,133605.292250787,-40.5514721794476,-40.0645477494294,-41.5215123637309,0.00938482958848935,0.00992596209811458,0.00839313834729597,,,,,
-328608,1.69547325102881,1.81069958847737,1.56378600823045,135513.939282941,-40.7962982763348,-40.3788866502597,-41.6904843461396,0.00912399599947938,0.00957316771457722,0.00823143935151974,,,,,
-327600,1.81069958847737,1.81069958847737,1.67901234567901,137422.586315095,-41.041124373222,-40.69322555109,-41.8594563285483,0.00887041178676491,0.00923291255654015,0.0080728555867993,,,,,
-326592,1.53086419753086,1.82716049382716,1.26748971193416,139331.233347249,-41.3579331455636,-41.0921491518189,-42.2049756115953,0.00855270204845597,0.00881845579870714,0.00775802579766235,,,,,
-325584,0.987654320987654,1.81069958847737,0.872427983539095,141239.880379404,-41.6747419179052,-41.4910727525479,-42.5504948946424,0.00824637165535027,0.00842260361478952,0.0074554739187471,,,,,
-324576,0.362139917695473,-0.181069958847737,0.460905349794239,143148.527411558,-42.1383441449657,-41.9886484429742,-43.0409695909342,0.00781776826250396,0.00795367017997983,0.00704614409681206,,,,,
-323568,-0.0823045267489712,-0.181069958847737,0.0493827160493827,145057.174443712,-42.6019463720263,-42.4862241334005,-43.5314442872261,0.00741144143880058,0.00751084489133723,0.00665928781645881,,,,,
-322560,-0.181069958847737,-0.197530864197531,-0.0329218106995885,146965.821475866,-42.9208434388766,-42.7857266785999,-43.6731427919335,0.00714426948643215,0.00725627387575019,0.00655153190636955,,,,,
-321552,0.0987654320987654,-0.197530864197531,0.378600823045268,148874.46850802,-43.2397405057269,-43.0852292237993,-43.814841296641,0.00688672870402193,0.00701033123725184,0.00644551962660214,,,,,
-320544,0.65843621399177,-0.197530864197531,0.790123456790124,150783.115540174,-43.3414740408574,-43.3033684919354,-43.9210574869406,0.00680653838378869,0.00683646469583918,0.00636717997247786,,,,,
-319536,1.28395061728395,1.81069958847737,1.18518518518519,152691.762572328,-43.4432075759879,-43.5215077600716,-44.0272736772403,0.00672728181421349,0.00666691030077157,0.00628979246833733,,,,,
-318528,1.7119341563786,1.81069958847737,1.59670781893004,154600.409604482,-43.6732991301502,-43.8763960624199,-44.2627438330004,0.00655141398573738,0.00640000328470469,0.00612156983573298,,,,,
-317520,1.79423868312757,1.81069958847737,1.62962962962963,156509.056636636,-43.9033906843124,-44.2312843647682,-44.4982139887606,0.0063801437784027,0.00614378178141836,0.00595784637448641,,,,,
-316512,1.51440329218107,1.82716049382716,1.23456790123457,158417.70366879,-44.3104875090422,-44.7318226632982,-44.8809145615147,0.00608801374880029,0.00579974456829794,0.00570104241256788,,,,,
-315504,0.938271604938272,1.82716049382716,0.823045267489712,160326.350700945,-44.7175843337719,-45.2323609618283,-45.2636151342687,0.00580925958613128,0.00547497262341494,0.00545530759723559,,,,,
-314496,0.312757201646091,-0.181069958847737,0.411522633744856,162234.997733099,-44.9469181522567,-45.1160265312534,-45.4770174355304,0.00565788469358076,0.00554879491463095,0.00532291006200715,,,,,
-313488,-0.0987654320987654,-0.181069958847737,0.0164609053497942,164143.644765253,-45.1762519707416,-44.9996921006785,-45.690419736792,0.00551045425518219,0.00562361259542334,0.00519372574748578,,,,,
-312480,-0.164609053497942,-0.181069958847737,0,166052.291797407,-45.1104116615558,-45.094987635421,-45.6530500064837,0.00555238301371948,0.00556225145406382,0.00521611910676768,,,,,
-311472,0.131687242798354,-0.197530864197531,0.411522633744856,167960.938829561,-45.0445713523701,-45.1902831701635,-45.6156802761755,0.00559463080598987,0.00550155984489648,0.00523860901765127,,,,,
-310464,0.707818930041152,-0.197530864197531,0.806584362139918,169869.585861715,-45.080432293521,-45.4156042373122,-45.6611841526434,0.00557158018692951,0.00536067882583398,0.005211236611548,,,,,
-309456,1.33333333333333,1.81069958847737,1.21810699588477,171778.232893869,-45.1162932346719,-45.6409253044609,-45.7066880291113,0.00554862453946916,0.00522340541299438,0.00518400722978827,,,,,
-308448,1.7283950617284,1.81069958847737,1.62962962962963,173686.879926023,-45.3453189642558,-45.9621881645212,-45.8597711304554,0.00540423283460705,0.00503373782009106,0.00509344291888586,,,,,
-307440,1.77777777777778,1.81069958847737,1.59670781893004,175595.526958177,-45.5743446938396,-46.2834510245815,-46.0128542317996,0.00526359863113742,0.00485095726599737,0.00500446076133421,,,,,
-306432,1.46502057613169,1.82716049382716,1.20164609053498,177504.173990331,-45.8997440186981,-46.5016590471528,-46.2935484276288,0.00507005649985842,0.00473060893400901,0.00484532127328255,,,,,
-305424,0.888888888888889,1.82716049382716,0.790123456790124,179412.821022486,-46.2251433435567,-46.7198670697242,-46.574242623458,0.00488363089839196,0.00461324634694024,0.0046912423457718,,,,,
-304416,0.263374485596708,-0.181069958847737,0.395061728395062,181321.46805464,-46.3490064471998,-46.7985741358913,-46.7016045089758,0.00481448322276573,0.00457163230764258,0.00462295615527135,,,,,
-303408,-0.11522633744856,-0.181069958847737,-0.0164609053497942,183230.115086794,-46.4728695508429,-46.8772812020584,-46.8289663944935,0.00474631461397398,0.00453039365004719,0.00455566394535635,,,,,
-302400,-0.148148148148148,-0.197530864197531,0.0329218106995885,185138.762118948,-46.5028004109634,-47.1689853981288,-46.841502708567,0.0047299873521871,0.00438077280145343,0.00454909351423077,,,,,
-301392,0.181069958847737,-0.197530864197531,0.42798353909465,187047.409151102,-46.5327312710838,-47.4606895941992,-46.8540390226406,0.00471371625597277,0.00423609333324803,0.0045425325593452,,,,,
-300384,0.773662551440329,-0.197530864197531,0.839506172839506,188956.056183256,-46.6802956536487,-47.7330952703195,-47.0300088511565,0.00463431145020448,0.00410530318795211,0.00445143009307114,,,,,
-299376,1.36625514403292,1.81069958847737,1.25102880658436,190864.70321541,-46.8278600362136,-48.0055009464398,-47.2059786796724,0.00455624425638327,0.00397855121196948,0.00436215472638366,,,,,
-298368,1.76131687242798,1.81069958847737,1.64609053497942,192773.350247564,-47.1292119063791,-48.0639248034691,-47.4975336685248,0.00440087876355514,0.00395188010182911,0.00421816259846779,,,,,
-297360,1.77777777777778,1.81069958847737,1.58024691358025,194681.997279718,-47.4305637765445,-48.1223486604985,-47.7890886573771,0.00425081115095547,0.00392538778745585,0.00407892356488316,,,,,
-296352,1.4320987654321,1.81069958847737,1.16872427983539,196590.644311872,-47.6375194685452,-46.5839899663719,-47.816248195671,0.00415072562853652,0.00468598076616,0.00406618927208297,,,,,
-295344,0.839506172839506,1.81069958847737,0.757201646090535,198499.291344027,-47.8444751605458,-45.0456312722454,-47.8434077339649,0.00405299662383673,0.00559394814723594,0.00405349473541219,,,,,
-294336,0.230452674897119,-0.181069958847737,0.345679012345679,200407.938376181,-47.7078048274606,-46.7039165456095,-47.8114608949247,0.00411727389432775,0.00462172576644336,0.0040684310040388,,,,,
-293328,-0.131687242798354,-0.181069958847737,-0.0493827160493827,202316.585408335,-47.5711344943754,-48.3622018189736,-47.7795140558845,0.00418257055069181,0.00381847462614771,0.00408342230964832,,,,,
-292320,-0.131687242798354,-0.181069958847737,0.065843621399177,204225.232440489,-47.7506991440035,-48.5252401040543,-47.9301856497066,0.00409699131013334,0.00374746853278649,0.00401319920474532,,,,,
-291312,0.213991769547325,-0.181069958847737,0.460905349794239,206133.879472643,-47.9302637936315,-48.6882783891351,-48.0808572435286,0.00401316309955177,0.00367778282669713,0.00394418373502882,,,,,
-290304,0.806584362139918,-0.197530864197531,0.872427983539095,208042.526504797,-48.1472871644613,-48.7091250353589,-48.4087422497578,0.00391413356893277,0.00366896651557086,0.00379806932494892,,,,,
-289296,1.4156378600823,1.81069958847737,1.28395061728395,209951.173536951,-48.3643105352911,-48.7299716815828,-48.736627255987,0.00381754770872819,0.0036601713387381,0.00365736780186091,,,,,
-288288,1.77777777777778,1.81069958847737,1.69547325102881,211859.820569105,-48.497821752641,-48.9439948218668,-48.8071016235148,0.00375931668610078,0.00357108558700198,0.00362781321796008,,,,,
-287280,1.76131687242798,1.81069958847737,1.53086419753086,213768.467601259,-48.6313329699909,-49.1580179621508,-48.8775759910425,0.00370197389127168,0.00348416811385937,0.0035984974597604,,,,,
-286272,1.39917695473251,1.82716049382716,1.1358024691358,215677.114633413,-48.6162466191602,-49.4940129879919,-48.7659574014485,0.00370840936409795,0.00335196403803334,0.00364503858476586,,,,,
-285264,0.773662551440329,1.82716049382716,0.740740740740741,217585.761665568,-48.6011602683295,-49.8300080138331,-48.6543388118545,0.0037148560242831,0.00322477634405047,0.00369218164886978,,,,,
-284256,0.197530864197531,-0.181069958847737,0.329218106995885,219494.408697722,-48.7125253187539,-49.6039417552194,-48.7581091007631,0.00366753049866897,0.00330980884516694,0.00364833361708502,,,,,
-283248,-0.148148148148148,-0.181069958847737,-0.0823045267489712,221403.055729876,-48.8238903691783,-49.3778754966058,-48.8618793896717,0.00362080787808266,0.00339708352542223,0.0036050063207554,,,,,
-282240,-0.131687242798354,-0.181069958847737,0.0987654320987654,223311.70276203,-49.079410486846,-49.3661396851335,-49.0657885259823,0.0035158430181896,0.00340167654684202,0.00352136119218734,,,,,
-281232,0.246913580246914,-0.181069958847737,0.510288065843621,225220.349794184,-49.3349306045137,-49.3544038736613,-49.2696976622928,0.00341392102115569,0.00340627577824914,0.00343965683900517,,,,,
-280224,0.855967078189301,-0.197530864197531,0.905349794238683,227128.996826338,-49.548469577971,-49.4392145338787,-49.5785049248089,0.00333101448397011,0.00337317810972877,0.00331951590431104,,,,,
-279216,1.44855967078189,1.81069958847737,1.31687242798354,229037.643858492,-49.7620085514284,-49.5240251940962,-49.887312187325,0.00325012131905219,0.00334040204043662,0.00320357127316251,,,,,
-278208,1.77777777777778,1.81069958847737,1.7119341563786,230946.290890646,-49.5898813637338,-49.7624776888288,-49.818944696979,0.00331517097808826,0.00324994578006266,0.00322888639547175,,,,,
-277200,1.74485596707819,1.81069958847737,1.51440329218107,232854.9379228,-49.4177541760393,-50.0009301835614,-49.750577206633,0.00338152257564452,0.00316193902574868,0.00325440156184522,,,,,
-276192,1.34979423868313,1.82716049382716,1.10288065843621,234763.584954954,-49.3710855799273,-49.7749145835686,-49.5285839345951,0.00339974012513962,0.00324529567375027,0.00333864930914188,,,,,
-275184,0.740740740740741,1.82716049382716,0.691358024691358,236672.231987109,-49.3244169838154,-49.5488989835759,-49.3065906625571,0.00341805581950943,0.00333084981218711,0.00342507800515977,,,,,
-274176,0.148148148148148,-0.181069958847737,0.296296296296296,238580.879019263,-49.5351534362328,-49.5814818346112,-49.4136637653066,0.0033361251037252,0.00331837840353324,0.00338311539735935,,,,,
-273168,-0.164609053497942,-0.181069958847737,-0.0987654320987654,240489.526051417,-49.7458898886502,-49.6140646856466,-49.520736868056,0.00325615826522775,0.00330595369048034,0.00334166689769044,,,,,
-272160,-0.11522633744856,-0.181069958847737,0.131687242798354,242398.173083571,-49.889615632963,-49.9443008612782,-49.6148767784056,0.00320272181798837,0.00318262124083477,0.00330564461269284,,,,,
-271152,0.296296296296296,-0.197530864197531,0.54320987654321,244306.820115725,-50.0333413772758,-50.2745370369099,-49.7090166887551,0.00315016231027742,0.0030638898517483,0.00327001063839656,,,,,
-270144,0.921810699588477,-0.197530864197531,0.938271604938272,246215.467147879,-50.1954561697101,-50.0141026855492,-50.019211835318,0.00309191247487067,0.00315714745190287,0.00315529092404659,,,,,
-269136,1.49794238683128,1.81069958847737,1.33333333333333,248124.114180033,-50.3575709621444,-49.7536683341886,-50.329406981881,0.00303473974057514,0.00325324359404403,0.00304459584885404,,,,,
-268128,1.79423868312757,1.81069958847737,1.74485596707819,250032.761212187,-50.2526659008572,-49.6862437059077,-50.1507171964273,0.00307161447089975,0.00327859532067822,0.00310787927365139,,,,,
-267120,1.7283950617284,1.81069958847737,1.48148148148148,251941.408244341,-50.14776083957,-49.6188190776267,-49.9720274109737,0.0031089372613062,0.0033041446070785,0.003172478075613,,,,,
-266112,1.30041152263374,1.81069958847737,1.06995884773663,253850.055276495,-50.2298229667387,-49.7461758773754,-49.9567095142471,0.00307970311047046,0.00325605105580422,0.00317807779756802,,,,,
-265104,0.674897119341564,1.81069958847737,0.65843621399177,255758.70230865,-50.3118850939074,-49.8735326771241,-49.9413916175206,0.0030507438560071,0.00320865753129912,0.00318368740355853,,,,,
-264096,0.11522633744856,-0.181069958847737,0.263374485596708,257667.349340804,-50.514817313108,-49.4426644034844,-50.0431017743732,0.00298029417759291,0.00337183861378488,0.00314662443821154,,,,,
-263088,-0.181069958847737,-0.181069958847737,-0.131687242798354,259575.996372958,-50.7177495323087,-49.0117961298447,-50.1448119312259,0.00291147136705843,0.00354331851452143,0.00310999294217232,,,,,
-262080,-0.0823045267489712,-0.181069958847737,0.164609053497942,261484.643405112,-50.8204618078632,-48.7657515461714,-50.2520193546996,0.0028772454344487,0.00364512497307504,0.00307184311926296,,,,,
-261072,0.345679012345679,-0.197530864197531,0.576131687242798,263393.290437266,-50.9231740834176,-48.519706962498,-50.3592267781732,0.00284342184632924,0.00374985652994001,0.00303416127458223,,,,,
-260064,0.97119341563786,-0.197530864197531,0.97119341563786,265301.93746942,-50.9118267166148,-48.579664838155,-50.3804053781926,0.00284713895961789,0.00372406075985777,0.00302677216265671,,,,,
-259056,1.53086419753086,1.81069958847737,1.38271604938272,267210.584501574,-50.9004793498121,-48.6396227138119,-50.401583978212,0.00285086093216831,0.00369844244236579,0.00301940104548167,,,,,
-258048,1.81069958847737,1.81069958847737,1.77777777777778,269119.231533728,-50.9735286034218,-48.4466089387898,-50.2478298564313,0.00282698542768215,0.00378154744012156,0.00307332513045089,,,,,
-257040,1.7119341563786,1.81069958847737,1.44855967078189,271027.878565882,-51.0465778570316,-48.2535951637677,-50.0940757346505,0.00280330987672859,0.003866519829559,0.00312821225639946,,,,,
